#Num,1-PID-1-1,1-PID-2-1,1-PID-3-1,1-PID-4-1,1-PID-5-1,1-PID-6-1,1-PID-7-1,1-PID-8-1,1-PID-9-1,1-PID-10-1,1-PID-11-1,1-PID-12-1,1-PFA-1-1,1-PFA-2-1,1-PFA-3-1,1-PFA-4-1,1-PFA-5-1,1-PFA-6-1,1-PFA-7-1,1-PFA-8-1,1-PFA-9-1,1-PFA-10-1,1-PFA-11-1,1-PFA-12-1,1-PRD-1-1
11,5.13E-03,7.44E-03,7.66E-03,7.07E-03,6.64E-03,5.64E-03,5.24E-03,5.14E-03,4.37E-03,3.15E-03,2.25E-03,1.39E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.66E-03
12,5.61E-03,6.53E-03,5.54E-03,4.55E-03,4.34E-03,3.98E-03,4.46E-03,4.81E-03,4.36E-03,3.56E-03,2.62E-03,1.51E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.53E-03
13,8.48E-03,1.01E-02,8.36E-03,6.25E-03,4.78E-03,4.13E-03,4.79E-03,6.00E-03,5.78E-03,4.72E-03,3.36E-03,1.80E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.01E-02
14,6.50E-03,8.30E-03,7.62E-03,6.17E-03,5.28E-03,4.69E-03,4.89E-03,5.90E-03,5.41E-03,4.41E-03,3.04E-03,1.79E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.30E-03
15,4.34E-03,5.15E-03,4.71E-03,4.16E-03,4.15E-03,4.53E-03,5.70E-03,6.88E-03,6.85E-03,5.58E-03,3.67E-03,1.87E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.88E-03
16,7.62E-03,9.75E-03,8.76E-03,6.86E-03,5.07E-03,3.96E-03,4.31E-03,5.11E-03,4.99E-03,4.17E-03,2.94E-03,1.60E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.75E-03
17,7.81E-03,1.01E-02,9.03E-03,7.46E-03,6.34E-03,5.26E-03,6.22E-03,8.02E-03,8.02E-03,5.62E-03,3.54E-03,1.77E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.01E-02
18,5.58E-03,6.71E-03,6.22E-03,5.59E-03,5.06E-03,5.07E-03,6.34E-03,7.61E-03,7.39E-03,5.40E-03,3.42E-03,1.66E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.61E-03
19,4.26E-03,4.72E-03,4.57E-03,4.37E-03,4.16E-03,4.44E-03,5.60E-03,6.95E-03,7.38E-03,6.36E-03,3.99E-03,1.83E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.38E-03
20,6.63E-03,8.55E-03,7.47E-03,6.26E-03,4.99E-03,4.08E-03,4.18E-03,4.55E-03,4.75E-03,4.29E-03,3.33E-03,1.91E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.55E-03
21,8.53E-03,1.08E-02,9.07E-03,6.67E-03,5.76E-03,5.19E-03,5.81E-03,6.89E-03,6.06E-03,4.27E-03,3.07E-03,1.77E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.08E-02
22,6.37E-03,7.66E-03,6.96E-03,5.91E-03,4.85E-03,4.41E-03,4.28E-03,5.05E-03,6.14E-03,5.60E-03,3.59E-03,1.81E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.66E-03
23,7.55E-03,9.25E-03,8.18E-03,6.74E-03,5.42E-03,4.49E-03,4.93E-03,5.71E-03,5.14E-03,3.83E-03,2.59E-03,1.44E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.25E-03
24,4.75E-03,5.76E-03,5.37E-03,4.84E-03,4.55E-03,4.59E-03,5.21E-03,4.91E-03,3.85E-03,2.69E-03,2.00E-03,1.27E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.76E-03
25,4.36E-03,5.26E-03,5.73E-03,6.01E-03,5.62E-03,4.65E-03,4.78E-03,5.12E-03,4.69E-03,3.60E-03,2.25E-03,1.50E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.01E-03
26,7.65E-03,9.19E-03,7.49E-03,5.20E-03,4.22E-03,4.03E-03,4.50E-03,6.02E-03,5.95E-03,5.31E-03,4.10E-03,2.37E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.19E-03
27,5.96E-03,7.93E-03,7.84E-03,7.00E-03,5.92E-03,4.85E-03,4.68E-03,4.48E-03,3.83E-03,3.25E-03,2.44E-03,1.42E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.93E-03
28,3.52E-03,3.94E-03,3.74E-03,3.75E-03,3.74E-03,4.29E-03,5.46E-03,6.44E-03,6.53E-03,5.34E-03,3.27E-03,1.58E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.53E-03
29,5.05E-03,6.40E-03,6.57E-03,6.04E-03,5.23E-03,4.39E-03,4.79E-03,5.80E-03,5.96E-03,5.15E-03,3.55E-03,1.86E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.57E-03
30,4.36E-03,5.26E-03,5.73E-03,6.01E-03,5.62E-03,4.65E-03,4.78E-03,5.12E-03,4.69E-03,3.60E-03,2.25E-03,1.50E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.01E-03
31,6.16E-03,7.52E-03,6.69E-03,5.52E-03,4.51E-03,4.04E-03,4.23E-03,4.80E-03,5.07E-03,4.38E-03,3.03E-03,1.65E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.52E-03
32,5.26E-03,6.43E-03,5.86E-03,4.85E-03,4.18E-03,3.73E-03,5.31E-03,7.15E-03,6.96E-03,5.18E-03,3.00E-03,1.57E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.15E-03
33,5.26E-03,6.43E-03,5.86E-03,4.85E-03,4.18E-03,3.73E-03,5.31E-03,7.15E-03,6.96E-03,5.18E-03,3.00E-03,1.57E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.15E-03
34,5.92E-03,7.75E-03,6.77E-03,5.53E-03,4.52E-03,4.07E-03,4.34E-03,4.25E-03,3.59E-03,3.00E-03,2.59E-03,1.68E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.75E-03
35,1.26E-02,1.48E-02,1.25E-02,8.58E-03,5.13E-03,3.53E-03,3.55E-03,3.39E-03,3.23E-03,2.83E-03,2.16E-03,1.37E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.48E-02
36,6.56E-03,9.25E-03,9.39E-03,8.66E-03,7.50E-03,6.47E-03,6.73E-03,6.80E-03,5.56E-03,3.82E-03,2.53E-03,1.50E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.39E-03
37,4.36E-03,5.26E-03,5.73E-03,6.01E-03,5.62E-03,4.65E-03,4.78E-03,5.12E-03,4.69E-03,3.60E-03,2.25E-03,1.50E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.01E-03
38,2.15E-02,2.27E-02,1.62E-02,9.12E-03,6.01E-03,4.22E-03,4.58E-03,5.83E-03,6.42E-03,6.02E-03,4.23E-03,2.05E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.27E-02
39,6.55E-03,8.97E-03,7.78E-03,5.30E-03,4.56E-03,4.51E-03,5.29E-03,5.91E-03,5.32E-03,4.18E-03,3.21E-03,1.98E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.97E-03
40,4.36E-03,5.26E-03,5.73E-03,6.01E-03,5.62E-03,4.65E-03,4.78E-03,5.12E-03,4.69E-03,3.60E-03,2.25E-03,1.50E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.01E-03
41,8.09E-03,1.00E-02,8.69E-03,6.86E-03,6.03E-03,5.44E-03,6.24E-03,7.78E-03,7.31E-03,5.45E-03,3.92E-03,2.13E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E-02
42,3.85E-03,4.51E-03,4.57E-03,4.67E-03,4.47E-03,4.46E-03,5.32E-03,6.22E-03,6.08E-03,5.00E-03,3.16E-03,1.69E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.22E-03
43,6.15E-03,7.15E-03,6.00E-03,4.78E-03,4.52E-03,4.40E-03,4.93E-03,6.30E-03,6.18E-03,5.18E-03,3.72E-03,2.02E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.15E-03
44,4.93E-03,6.05E-03,5.54E-03,4.49E-03,4.36E-03,4.66E-03,5.63E-03,6.82E-03,6.79E-03,5.69E-03,4.00E-03,2.00E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.82E-03
45,7.26E-03,8.50E-03,6.78E-03,5.56E-03,4.64E-03,4.36E-03,4.45E-03,4.46E-03,3.99E-03,4.03E-03,4.30E-03,2.90E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.50E-03
46,6.57E-03,9.36E-03,9.48E-03,8.96E-03,7.04E-03,4.93E-03,4.51E-03,5.12E-03,6.26E-03,7.41E-03,6.60E-03,3.41E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.48E-03
47,8.66E-03,9.70E-03,7.36E-03,4.93E-03,4.29E-03,4.59E-03,5.34E-03,6.70E-03,6.82E-03,5.60E-03,3.64E-03,1.92E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.70E-03
48,5.62E-03,6.82E-03,6.35E-03,5.81E-03,5.26E-03,4.36E-03,4.66E-03,4.93E-03,4.56E-03,3.81E-03,2.75E-03,1.53E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.82E-03
49,4.54E-03,4.97E-03,4.71E-03,4.52E-03,4.29E-03,4.63E-03,5.60E-03,6.73E-03,6.90E-03,5.71E-03,3.50E-03,1.67E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.90E-03
50,6.85E-03,9.17E-03,7.86E-03,5.27E-03,4.40E-03,4.42E-03,4.98E-03,5.36E-03,4.89E-03,4.02E-03,3.01E-03,1.74E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.17E-03
51,7.37E-03,9.90E-03,8.55E-03,5.80E-03,4.24E-03,4.22E-03,4.80E-03,5.00E-03,4.54E-03,3.65E-03,2.70E-03,1.67E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.90E-03
52,5.65E-03,6.97E-03,6.31E-03,5.73E-03,5.11E-03,4.26E-03,4.70E-03,5.60E-03,6.15E-03,6.15E-03,4.98E-03,2.51E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.97E-03
53,5.47E-03,6.51E-03,6.30E-03,5.86E-03,5.32E-03,5.19E-03,5.74E-03,6.31E-03,6.32E-03,5.50E-03,3.61E-03,1.74E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.51E-03
54,6.58E-03,8.47E-03,7.72E-03,6.45E-03,5.16E-03,4.34E-03,4.98E-03,5.94E-03,5.49E-03,4.22E-03,2.82E-03,1.53E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.47E-03
55,4.32E-03,5.28E-03,5.22E-03,4.96E-03,4.51E-03,4.36E-03,4.95E-03,5.27E-03,4.79E-03,3.91E-03,2.64E-03,1.45E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.28E-03
56,4.96E-03,5.94E-03,5.60E-03,5.28E-03,4.92E-03,5.11E-03,5.89E-03,6.71E-03,6.67E-03,5.76E-03,3.84E-03,1.82E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.71E-03
57,7.63E-03,9.41E-03,8.18E-03,6.58E-03,5.04E-03,4.19E-03,4.89E-03,5.99E-03,5.71E-03,4.52E-03,3.10E-03,1.64E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.41E-03
58,6.51E-03,8.73E-03,8.73E-03,7.78E-03,6.53E-03,5.43E-03,5.55E-03,5.84E-03,4.93E-03,3.60E-03,2.47E-03,1.44E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.73E-03
59,1.29E-02,1.50E-02,1.25E-02,8.73E-03,6.38E-03,4.90E-03,5.15E-03,5.76E-03,5.56E-03,4.54E-03,3.21E-03,1.72E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.50E-02
60,6.57E-03,9.37E-03,9.49E-03,8.97E-03,7.04E-03,4.93E-03,4.51E-03,5.12E-03,6.26E-03,7.42E-03,6.61E-03,3.41E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.49E-03
61,8.48E-03,9.91E-03,8.10E-03,5.92E-03,4.71E-03,4.22E-03,4.75E-03,6.06E-03,5.73E-03,4.69E-03,3.38E-03,1.87E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.91E-03
62,4.86E-03,6.70E-03,6.23E-03,5.06E-03,4.23E-03,3.64E-03,3.77E-03,3.51E-03,3.28E-03,2.83E-03,2.16E-03,1.32E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.70E-03
63,6.03E-03,8.33E-03,8.19E-03,7.05E-03,6.43E-03,5.48E-03,5.10E-03,5.08E-03,4.35E-03,3.15E-03,2.19E-03,1.33E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.33E-03
64,6.47E-03,8.16E-03,7.12E-03,5.92E-03,4.84E-03,4.15E-03,4.07E-03,4.09E-03,3.59E-03,2.71E-03,1.97E-03,1.24E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.16E-03
65,6.63E-03,8.31E-03,7.65E-03,6.52E-03,5.65E-03,4.91E-03,4.79E-03,5.51E-03,5.74E-03,4.62E-03,3.09E-03,1.70E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.31E-03
66,8.52E-03,1.05E-02,8.68E-03,6.23E-03,5.30E-03,4.89E-03,5.46E-03,6.74E-03,6.16E-03,4.78E-03,3.46E-03,1.99E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.05E-02
67,3.97E-03,4.43E-03,4.19E-03,4.04E-03,3.93E-03,4.41E-03,5.73E-03,7.27E-03,7.64E-03,6.55E-03,4.17E-03,1.90E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.64E-03
68,6.17E-03,8.09E-03,7.52E-03,6.40E-03,5.21E-03,4.41E-03,5.01E-03,5.91E-03,5.40E-03,4.09E-03,2.70E-03,1.49E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.09E-03
69,6.48E-03,8.76E-03,8.90E-03,8.09E-03,6.78E-03,5.53E-03,5.48E-03,5.65E-03,4.81E-03,3.52E-03,2.39E-03,1.40E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.90E-03
70,7.73E-03,9.84E-03,8.71E-03,7.05E-03,5.71E-03,4.53E-03,4.80E-03,5.42E-03,5.58E-03,5.27E-03,4.35E-03,2.48E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.84E-03
71,8.09E-03,1.00E-02,8.69E-03,6.86E-03,6.03E-03,5.44E-03,6.25E-03,7.79E-03,7.31E-03,5.45E-03,3.91E-03,2.13E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E-02
72,5.63E-03,6.59E-03,5.59E-03,4.56E-03,4.34E-03,3.99E-03,4.46E-03,4.77E-03,4.27E-03,3.45E-03,2.54E-03,1.48E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.59E-03
73,5.95E-03,7.34E-03,6.78E-03,6.02E-03,5.10E-03,4.00E-03,4.28E-03,4.46E-03,4.07E-03,3.42E-03,2.54E-03,1.47E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.34E-03
74,3.81E-03,4.45E-03,4.53E-03,4.62E-03,4.48E-03,4.40E-03,5.03E-03,5.62E-03,5.39E-03,4.27E-03,2.71E-03,1.54E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.62E-03
75,4.36E-03,5.26E-03,5.73E-03,6.01E-03,5.62E-03,4.65E-03,4.78E-03,5.12E-03,4.69E-03,3.60E-03,2.25E-03,1.50E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.01E-03
76,1.82E-02,2.00E-02,1.69E-02,1.11E-02,7.01E-03,4.61E-03,4.62E-03,4.24E-03,3.45E-03,2.85E-03,2.34E-03,1.48E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E-02
